ID,GUID,createdtweet,DateLocal,idtweet,usertweet,TweetMsg,SearchParameter,retweeted,retweet_count,lang
1415,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:59,2020-09-03 23:26:59,1301738505031229440,Aspect 29,@JSternburgProd @PandaTribune @PARISDENNARD @ScottAdamsSays @JoeBiden For the record there is a special place in he… https://t.co/OQZuqfciDq,JoeBiden,0,0,en
1416,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:59,2020-09-03 23:26:59,1301738504809058304,Amused,"RT @Tinker_Bell_04: Veterans for @JoeBiden 👏🏻👏🏻

Thank you for putting #CountryOverParty and for your service to our country, both in the M…",JoeBiden,0,105,en
1417,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:59,2020-09-03 23:26:59,1301738504532242432,Diane Ward,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1358,en
1418,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:58,2020-09-03 23:26:58,1301738502497988608,Andy Keir,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1358,en
1419,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:58,2020-09-03 23:26:58,1301738500778123265,JP,"RT @KamalaHarris: Everyone wants schools to reopen, but we must prioritize the safety of our students, educators, staff, and families. 

In…",JoeBiden,0,2800,en
1420,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:57,2020-09-03 23:26:57,1301738499058663424,Tom Gabavics,"RT @pinkk9lover: “A black man invented the 💡, this is my wife Jill. I’m her husband. I’m Joe Biden, a moron and I’m counting on you to be m…",JoeBiden,0,414,en
1421,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:57,2020-09-03 23:26:57,1301738498160914433,T’Challa,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1358,en
1422,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:57,2020-09-03 23:26:57,1301738497162715137,📰📰📰 NOT A STATUE,RT @toddstarnes: Multiple anonymous sources say @JoeBiden has been diagnosed with a life-changing medical condition that could result him i…,JoeBiden,0,1061,en
1423,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:57,2020-09-03 23:26:57,1301738496965648385,Emily,RT @LeeSmithDC: Three things clear about Atlantic article: 1) It's intended to reinforce info op re election chaos &amp; suggest big DoD push a…,JoeBiden,0,214,en
1424,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:57,2020-09-03 23:26:57,1301738496609202176,Diane Whitney 🐺🖖🌊🌺,RT @JoeBiden: We need a president who will work to lower the temperature — not raise it. A president who will bring people together and fin…,JoeBiden,0,7185,en
1425,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738494935445510,rational human,"RT @JTHVerhovek: .@JoeBiden greets supporters in Wauwatosa, WI https://t.co/NOhV33fzAf",JoeBiden,0,2148,nl
1426,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738494931406848,bonnie courson,"RT @superyayadize: It’s all in the company you keep. @JoeBiden’s VP pick, @KamalaHarris not only has a soft spot for rioters but solicits f…",JoeBiden,0,567,en
1427,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738494516056065,Cinderella,RT @BrandonStraka: The liberal media &amp; Democrat politicians have created a rage mob that they can no longer control. These are @JoeBiden vo…,JoeBiden,0,11683,en
1428,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738491785613312,RSH 🕊🦎🌙🐢🍃🧚‍♀️💜🐾,"RT @PeterAlexander: NEW: Blake family lawyer @AttorneyCrump says for today's private meeting with @JoeBiden, Jacob Blake himself joined, by…",JoeBiden,0,1191,en
1429,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738491424825347,My Vote Counts,"RT @kenolin1: Before @JoeBiden agrees to debate @realDonaldTrump he should insist @ddale8 be on split-screen, fact checking in real time.",JoeBiden,0,70,en
1430,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738491273854983,Edward Fallivene,RT @BrandonStraka: The liberal media &amp; Democrat politicians have created a rage mob that they can no longer control. These are @JoeBiden vo…,JoeBiden,0,11683,en
1431,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738491253063680,Sara,RT @tedcruz: Pssst....Joe......you’re the one saying shut them all down!,JoeBiden,0,6170,en
1432,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:56,2020-09-03 23:26:56,1301738490896330754,Irene C.Williams,RT @dlowther715: @MeghanMcCain Then offer your full-throated endorsement for the election of @JoeBiden. Anything less is a tacit (if not ma…,JoeBiden,0,1,en
1433,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:55,2020-09-03 23:26:55,1301738490338725888,python44,RT @tedcruz: Pssst....Joe......you’re the one saying shut them all down!,JoeBiden,0,6170,en
1434,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:55,2020-09-03 23:26:55,1301738490145640453,Archer the Perpetually Defiant,"@KamalaHarris @JoeBiden Why can school districts offer daycare for $50/day but can't run kindergarten classes, Kamala?",JoeBiden,0,0,en
1435,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:55,2020-09-03 23:26:55,1301738488283516928,BossRoss,"RT @nixw20: Excuse me, @BarackObama .  Would you please ask some of your followers to follow @JoeBiden ?  Thank you, Sir.
#StrongerTogether…",JoeBiden,0,563,en
1436,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738486035292161,Warrior David,"RT @zzxyxy: I feel like it’s totally Disingenuous for us #Conservatives to focus on #Antifa, #BlackLivesMatter and not mention #KKK the oth…",JoeBiden,0,18,en
1437,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738485892526081,Newt Verity,@MN45SOTA @DotDotDot_John @JoeBiden Trump has many more problems than just sentences. Lol he’s still on words 🤣😂🤣😂🤣,JoeBiden,0,0,en
1438,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738485724872705,CollegiatePolitics,RT @toddstarnes: If they can do it to @realDonaldTrump - why not @JoeBiden,JoeBiden,0,89,en
1439,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738485099958273,Charles James,"RT @mpukita: Democrats &amp; their operatives are freaking out.

They realize @JoeBiden has no chance of being elected &amp; @realDonaldTrump and t…",JoeBiden,0,426,en
1440,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738484302979072,WLK🍯👢😇❤️💛🐝🔥,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12839,en
1441,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738483493613568,Lucky1,RT @toddstarnes: Multiple anonymous sources say @JoeBiden has been diagnosed with a life-changing medical condition that could result him i…,JoeBiden,0,1061,en
1442,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:54,2020-09-03 23:26:54,1301738483090948101,Tellitlikeitis,"💤@JoeBiden JoeBiden, I will put together some questions for you to prepare answers for at your next campaign stop. What is your email?",JoeBiden,0,0,en
1443,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:53,2020-09-03 23:26:53,"1,30174E+18",Bobbie. black trans lives matter,RT @Savion: Did @JoeBiden just say Breonna Taylor should be arrested?! AND that we should just “let the judicial system work it’s way out”…,JoeBiden,0,475,en
1444,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:53,2020-09-03 23:26:53,1301738479542444032,🌊Rocky🌊,"RT @D_jeneration: Just a reminder,

@JoeBiden honors and respects servicemen and veterans https://t.co/F3f4Mfwvu4",JoeBiden,0,44,en
1445,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:53,2020-09-03 23:26:53,1301738478380748801,Teniola Roland,"RT @KamalaHarris: As @JoeBiden said, the shots fired at Jacob Blake pierced the soul of our nation.

We see the pain and hurt of yet anothe…",JoeBiden,0,6363,en
1446,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:52,2020-09-03 23:26:52,1301738476354768896,someone help us all 💛,"RT @ChrisDJackson: You know who respects our veterans? @JoeBiden.

Pass it on. https://t.co/9sRRt18xbq",JoeBiden,0,3642,en
1447,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:51,2020-09-03 23:26:51,1301738473825525760,Janpow55,"RT @grandmagrit: Who else likes @JoeBiden's idea of live, on screen, fact checks during the debates?",JoeBiden,0,4019,en
1448,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:51,2020-09-03 23:26:51,1301738473276076032,Jamima Jones,@Scrivener1A @Free2BeInformed @CapehartJ @JoeBiden ...and the glass is probably ALWAYS half empty to you. Ye of little faith and compassion.,JoeBiden,0,0,en
1449,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:51,2020-09-03 23:26:51,1301738470453452800,Rebecca Wolf,"RT @ChrisDJackson: You know who respects our veterans? @JoeBiden.

Pass it on. https://t.co/9sRRt18xbq",JoeBiden,0,3642,en
1450,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:51,2020-09-03 23:26:51,1301738469971042304,Jerome Primm ⭐️⭐️⭐️,"RT @HizbkKhan: ""Donald Trump is the wrong president for our country"": Michelle Obama

No. Trump created more jobs in the last few months th…",JoeBiden,0,342,en
1451,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:50,2020-09-03 23:26:50,1301738468834529280,Sue Scoby,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1358,en
1452,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:50,2020-09-03 23:26:50,1301738466946945024,Blue Nation United,"RT @TruthsOverTrump: There is one presidential candidate who respects our military, who fights for our troops &amp; their families, whose son s…",JoeBiden,0,227,en
1453,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:50,2020-09-03 23:26:50,1301738466745544706,Teniola Roland,RT @JoeBiden: We need a president who will work to lower the temperature — not raise it. A president who will bring people together and fin…,JoeBiden,0,7185,en
1454,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738465550307329,JMG 🇺🇸⭐️⭐️⭐️ 🇺🇸Semper Fi!,"RT @JV3MRC: Just your friendly reminder that @TheAtlantic majority-stake owner @laurenepowell has given $610,600 to the @JoeBiden
Victory F…",JoeBiden,0,348,en
1455,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738465361408000,REQUEST AN ABSENTEE BALLOT💛 🐝,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4244,en
1456,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738464510083072,A Good Citizen,"RT @RepVernonJones: .@jaketapper, when are you going to invite me on State of the Union?  Don’t you want my opinion of @realDonaldTrump?  Y…",JoeBiden,0,370,en
1457,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738463839031297,Black Lives Matter ✊🏾,@ReginaMourad @MSpicuzzaMJS @JoeBiden And you look like a man.. but hay 🤷🏾‍♀️,JoeBiden,0,0,en
1458,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738463780372480,Nurse Linda,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4244,en
1459,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738463025197057,PJHoovs,@SpeakerPelosi @SpeakerPelosi are your drunk?  You high?  You are the problem. @SenKamalaHarris @JoeBiden did you s… https://t.co/sGbYSyXnLw,JoeBiden,0,0,en
1460,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:49,2020-09-03 23:26:49,1301738462278684672,Rob Goldstein - #DemCast,@johnis44 @GrammyGC5 Who still thinks the 2020 election is a political debate between Democrats and Republicans? Tr… https://t.co/fpXEWybJPO,JoeBiden,0,0,en
1461,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:48,2020-09-03 23:26:48,1301738458990305280,andrea,"RT @CoryBooker: The polls may show @JoeBiden in the lead now, but don't get complacent for one second. We need to keep fighting until every…",JoeBiden,0,6889,en
1462,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:48,2020-09-03 23:26:48,1301738458235494406,EUROMAT,RT @JoeBiden: This is our moment to root out systemic racism and ensure justice finally rings out for all in America. https://t.co/mXzAZ9VZ…,JoeBiden,0,3815,en
1463,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:48,2020-09-03 23:26:48,1301738457404862464,Tracey Berry,"RT @RepsForBiden: @JoeBiden How in the world did we get here, when the “president” of the US mocks our fallen heroes? Disgusting.
November…",JoeBiden,0,391,en
1464,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:46,2020-09-03 23:26:46,1301738452367491073,Anna Frangella-Manley,RT @fred_guttenberg: .@realDonaldTrump hates democracy. His asking citizens to break the law and vote twice is proof.  He assumes voters ar…,JoeBiden,0,1135,en
1465,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:46,2020-09-03 23:26:46,1301738450492694529,Defund the Police!,"@ProudSocialist @JoeBiden Idiot Dem establishment can't speak about against police terrorism, can't demand UBI for… https://t.co/ULOcPsDGWo",JoeBiden,0,4,en
1466,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:46,2020-09-03 23:26:46,1301738450052411393,Rrakgosi,RT @montaga: Democrats tried to pay a blk woman to lie for @joebiden but she exposed him and the left. If these demons can’t own you they’l…,JoeBiden,0,3054,en
1467,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:45,2020-09-03 23:26:45,1301738448303267841,Gabe Egan,@codykeenan @JoeBiden Is that Tom cotton in the background?,JoeBiden,0,0,en
1468,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:45,2020-09-03 23:26:45,1301738448185769984,PookyPaws,@delriz4 @Brox2bChuck @Goss30Goss @BooConley @JeffreyGoldberg @OleVetUSAF @maud_monson @usmc701952 @beccas1434… https://t.co/OP5HmpzzXh,JoeBiden,0,0,en
1469,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:45,2020-09-03 23:26:45,1301738445274976256,Stephanie Olson,RT @ericgarland: @allisongill Let's give Joe and Kamala $5 and get rid of these bastards. https://t.co/3T4C0IBcZa,JoeBiden,0,109,en
1470,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:44,2020-09-03 23:26:44,1301738444402556928,D,"RT @ConservaMomUSA: .@JoeBiden handlers are NOT happy with #Kenosha’s Portia Bennett saying, “I’m gonna be honest,Mr Biden-I was TOLD to go…",JoeBiden,0,3832,en
1471,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:44,2020-09-03 23:26:44,1301738443806973953,Jim Radogna,"RT @kenolin1: Before @JoeBiden agrees to debate @realDonaldTrump he should insist @ddale8 be on split-screen, fact checking in real time.",JoeBiden,0,70,en
1472,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:44,2020-09-03 23:26:44,1301738443404435456,Debra Silverman,@kannbrown @Fourseas2005 @ProudSocialist @JoeBiden Most billionaires vote for Trump.,JoeBiden,0,0,en
1473,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:44,2020-09-03 23:26:44,1301738442305527809,CollegiatePolitics,RT @toddstarnes: Multiple anonymous sources say @JoeBiden has been diagnosed with a life-changing medical condition that could result him i…,JoeBiden,0,1061,en
1474,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:44,2020-09-03 23:26:44,1301738441231806469,Anthony Merino,"@COREYANDREW @Bakari45 @ProudSocialist @JoeBiden I hate that Nader BS.

I am not going to vote for Biden.

and its… https://t.co/7ceOLOqeGv",JoeBiden,0,0,en
1475,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:43,2020-09-03 23:26:43,1301738439478394880,Mart Thurm,RT @kimKBaltimore: My favorite part about getting Trump’s endorsement is reading the comments claiming Trump only did it because I am black…,JoeBiden,0,29035,en
1476,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:43,2020-09-03 23:26:43,1301738438669012992,Wendy,"@TakebkUS @JoeBiden Biden used to swim naked in front of his female secret service. 

They complained but he kept it up.",JoeBiden,0,0,en
1477,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:43,2020-09-03 23:26:43,1301738437800845312,swimmom,RT @sambohidalgo: @jeffreysthayer @ConservaMomUSA @JoeBiden @realDonaldTrump Yeah its so smart to support a guy who’s only accomplishment i…,JoeBiden,0,3,en
1478,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738435628036100,🇺🇸🌵Laura🌵🇺🇸,RT @aubrey_huff: .@JoeBiden is going to meet with Jacob Blake’s family on his visit to Wisconsin. I wonder if he will visit the woman’s fam…,JoeBiden,0,12206,en
1479,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738435498192896,Alma Cujae,RT @DanhizDP: @JoeBiden hace importantes declaraciones sobre dos polémicos temas en la política internacional de los #EEUU. Ojalá sea una p…,JoeBiden,0,0,es
1480,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738435334426624,Spencer V ✝️✝️✝️🇺🇸🇺🇸🇺🇸,RT @MAGASpudKAG: WHY DOES ANTIFA (DOT) COM GO DIRECTLY TO @JoeBiden 'S FUND RAISER ?,JoeBiden,0,11,en
1481,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738435225571329,MARIA HERNANDEZ,"RT @JTHVerhovek: NEW: @JoeBiden tells @WISN12News @mattsmith_news on the investigation into officer that shot Jacob Blake: ""We should make…",JoeBiden,0,11,en
1482,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738434336354304,Linda Kyambadde,"RT @ChrisDJackson: You know who respects our veterans? @JoeBiden.

Pass it on. https://t.co/9sRRt18xbq",JoeBiden,0,3642,en
1483,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738434323718145,Kelley Ann Hornyak,"RT @CoryBooker: The polls may show @JoeBiden in the lead now, but don't get complacent for one second. We need to keep fighting until every…",JoeBiden,0,6889,en
1484,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:42,2020-09-03 23:26:42,1301738433874980864,The_Maddest_Liberal🌺,@KamalaHarris @JoeBiden BUT HOW WILL HE DO IT THOUGH????!!!,JoeBiden,0,0,en
1485,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738432037679105,Carol Davenport,"RT @RsAndIs4Biden: Today, we announce our coalition of the decent. We are proud Republicans and right-leaning indepdendents ready to defeat…",JoeBiden,0,8501,en
1486,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738431005949952,Tracey Berry,"RT @ChrisDJackson: @JoeBiden As the son of a Vietnam Veteran, thank you.

For anyone interested in a ton of photos of Joe hanging out with…",JoeBiden,0,155,en
1487,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738430649556992,Loraine,"RT @BarackObama: .@JoeBiden is a man who learned to treat every person he meets with respect and dignity, living by the words his parents t…",JoeBiden,0,18094,en
1488,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738430129295360,Susan,"RT @RepVernonJones: Yes, @BlackVoices4DJT is surfacing in #ATL. @realDonaldTrump will take the #peach state with Black voters tired of 47 y…",JoeBiden,0,7717,en
1489,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738429869424643,Randy Tate,RT @Stephe96: My condolences to @JoeBiden and @KamalaHarris for their loss. https://t.co/RUXsjaBUH2,JoeBiden,0,45,en
1490,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738429428965376,"🏳️‍🌈🏳️‍🌈🌊#TeamJoe2020, Vote Blue!!","RT @Tinker_Bell_04: Veterans for @JoeBiden 👏🏻👏🏻

Thank you for putting #CountryOverParty and for your service to our country, both in the M…",JoeBiden,0,105,en
1491,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738429240274950,Salvatero,@beesandbalm @ReaganBattalion @JoeBiden Sally 👏 wouldn’t 👏 be 👏 clapping 👏 if 👏 she 👏 were 👏 the 👏 one 👏 who 👏 call… https://t.co/zyZxEj7COu,JoeBiden,0,0,en
1492,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738429034749955,EmpireEm ANastyWoman,"Major General (Ret) Paul Eaton.

Spoken from the heart without a script (you can tell).

He's voting for @JoeBiden… https://t.co/6aKKEQ1bs4",JoeBiden,0,0,en
1493,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738428858429440,Frales,"RT @Truth_Truth_Now: @ChrisDJackson @donwinslow @JoeBiden Please retweet and follow us.  We need 1,000 more followers to help us REMOVE the…",JoeBiden,0,322,en
1494,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738428149780480,🌊🌊💙Cathy💙🌊🌊,"RT @loveisphere: @realDonaldTrump Trump is a FAILURE as Commander-in-Chief. 

No President has done more to undermine the military than Don…",JoeBiden,0,3,en
1495,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738427956649984,㋐esthetic🏳️‍🌈boysposter (extra ACAB edition),@Moshcrates @MatthewSchw @felipe_maiolino @JordanChariton @JoeBiden didn't Negroponte also get a DNC spot?,JoeBiden,0,0,en
1496,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:41,2020-09-03 23:26:41,1301738427939946496,krablegg,RT @DemocracyRep: I have no doubt that @JoeBiden appreciates my service to this great country. Trump on the other hand has slandered my fel…,JoeBiden,0,1,en
1497,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:40,2020-09-03 23:26:40,1301738426740297729,🇺🇸crafter00,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12842,en
1498,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:40,2020-09-03 23:26:40,1301738426249760769,jessi,"RT @CoryBooker: The polls may show @JoeBiden in the lead now, but don't get complacent for one second. We need to keep fighting until every…",JoeBiden,0,6889,en
1499,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:40,2020-09-03 23:26:40,1301738425087856640,maggie 🇨🇦🇺🇸🇦🇺🦠💔,@kenolin1 @JoeBiden @realDonaldTrump @ddale8 Absolutely ! Why wouldn’t they?  I think Trump should be drug tested.… https://t.co/Tw53SrKWOT,JoeBiden,0,0,en
1500,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:40,2020-09-03 23:26:40,1301738424307773441,James Kroeger,@kannbrown @ProudSocialist @AndrewDorony @JoeBiden @BernieSanders Can you imagine? A store owner encouraging some r… https://t.co/5P2AWzDBEN,JoeBiden,0,0,en
1501,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:40,2020-09-03 23:26:40,1301738423745761280,Mandemus,"RT @Justlove3332: Honestly with all we know about @realDonaldTrump if you still can't vote for @JoeBiden , I seriously question your love f…",JoeBiden,0,13,en
1502,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:39,2020-09-03 23:26:39,1301738422231470080,Stop The Insanity. Vote Joe,"RT @codykeenan: Beau and @JoeBiden in Baghdad, 4th of July 2009 https://t.co/vsMXWFgQbo",JoeBiden,0,1360,en
1503,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:39,2020-09-03 23:26:39,1301738421455478784,John Black,"I believe you, Mr. Vice President. Godspeed to victory. https://t.co/K55mjgEl1d",JoeBiden,0,0,en
1504,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:39,2020-09-03 23:26:39,1301738420595810305,Catherine,@GeorgeJ04581326 @chicagosmayor @realDonaldTrump @JoeBiden @SpeakerPelosi @NYCMayor @senatemajldr @RandPaul… https://t.co/fZFYgwhhAq,JoeBiden,0,0,en
1505,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:39,2020-09-03 23:26:39,1301738419572420609,♥️Neena♥️ ⭐️⭐️⭐️🚂🚃🌬,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12842,en
1506,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:38,2020-09-03 23:26:38,1301738419429806086,GoodGirlGoneOpinionated,"RT @GuadalahonkyToo: @JoeBiden McConnell has been blocking $25 billion in funding for #USPS for 108 days

McConnell has been blocking $25 b…",JoeBiden,0,35,en
1507,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:38,2020-09-03 23:26:38,1301738418783678464,IHATEUGUYS4,@JoeBiden Lying-dog faced pony soldier,JoeBiden,0,0,en
1508,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:38,2020-09-03 23:26:38,1301738418544807936,Hallelujah💭,"RT @KamalaHarris: .@JoeBiden knows firsthand the sacrifices members of our military and their families make for our nation. As president, h…",JoeBiden,0,4245,en
1509,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:38,2020-09-03 23:26:38,1301738417869463554,HC,"@JoeBiden You ar so happy Covid is apart of our lives , it’s creepy how you use the virus fir your campaign gains,… https://t.co/X7cbwcQuzG",JoeBiden,0,0,en
1510,1d20120d-a8e7-4871-a2ad-852637a64d24,2020-09-04 4:26:38,2020-09-03 23:26:38,1301738416346816514,Against The Voices,"RT @HerschelWalker: No one ever deserves to die or be shot! @JoeBiden, you speak of @POTUS separating, did you not think about visiting the…",JoeBiden,0,12842,en
